"id","code_prefix_start","code_prefix_end","name","parent_id","reconcile","expense_element_detailed","account_type","note"
"account_group_template_265_268","265","278","Inversiones en Proceso","account_group_template_activos_fijos","0","0","asset_fixed","Comprenden los importes de los gastos en que se incurren en estas actividades, bien ejecutados con medios propios o contratados con terceros.Incluyen los equipos que requieren trabajo de montaje y los materiales que se transfieren de las cuentas Equipos por Instalar y Materiales para el Proceso Inversionista.Se debitan por las Certificaciones de Avance de Obras, por el costo real mensual de las inversiones y reparaciones capitales ejecutadas con medios propios y por el valor de adquisición de los equipos instalados y de los materiales de construcción utilizados y al final del año, por la estimación de los gastos de los trabajos ejecutados y que aún no se han facturado y se acreditan al terminarse la inversión y trasladarse a Activos Fijos Tangibles. También se acreditan, al final del año, por la cancelación de los gastos acumulados por fomentos y desarrollos forestales.Se analiza por componentes de la inversión.En la apertura del nuevo ejercicio contable el saldo de la cuenta pasará a la subcuenta Saldo al inicio del año."
"account_group_template_279_279","279","279","Plan de Preparación de Inversiones","account_group_template_activos_fijos","0","0","asset_fixed","Constituye el conjunto de investigaciones, proyectos y estudios técnicos – económicos y ambientales, encaminados a fundamentar la necesidad y conveniencia de su ejecución con un alto grado de certeza respecto a su viabilidad y eficacia, en las subsiguientes etapas de su desarrollo. Se dividen en estudios y valoración previas al estudio de factibilidad y al estudio de factibilidad técnico – económica. Estos estudios se realizan en dependencia de las características y complejidad de la inversión.En el caso de que el plan de preparación incluya acciones de construcción y montaje la adquisición de equipos, al pasar a la fase de ejecución se incorpora cada gasto a su componente correspondiente.Se debitan por los gastos que se incurren al presentar la factura y se acredita una vez que se aprueba en el plan de ejecución, trasladando su saldo a la cuenta Inversiones en Proceso, subcuenta correspondiente. Se analiza por subcuentas de uso obligatorio definidas en el nomenclador de cuentas"
"account_group_template_280-289","280","289","Equipos por Instalar y Materiales para el Proceso Inversionista","account_group_template_activos_fijos","0","0","asset_fixed","Comprenden los importes de los equipos tecnológicos, energéticos y productivos que requieren montaje e instalación, así como los materiales de construcción y de montaje (incluyendo estructuras), que son destinados a incluirse en las Inversiones Materiales. Incluye también los equipos que no necesitan instalación y que forman parte inicial de un proceso inversionista.Se debitan por su valor al ser adquiridos y se acreditan por la entrega de los equipos para ser instalados o de los materiales utilizados o entregados al contratista, cuando son incluidos en el precio de la obra."
"account_group_template_290_290","290","290","Adquisición de Activos Fijos Tangibles Nuevos","account_group_template_activos_fijos","0","0","asset_fixed","Comprende los importes de las compras de los activos que no forman parte de un proceso inversionista integral y no necesitan instalación, así como la compra o adquisición de activos por donaciones.Se debitan por la compra de activos fijos tangibles y se acreditan por el traslado a la cuenta de Activos Fijos Tangibles de manera inmediata.En el período intermedio muestra el saldo de las operaciones realizadas en las subcuentas. Esta cuenta no mostrará saldo al final del período intermedio, ni al final del ejercicio contable. Esta cuenta se analiza por las subcuentas de uso obligatorio definidas en el nomenclador de cuentas.Al final del ejercicio contable se harán ajustes entre las subcuentas."
"account_group_template_291_291","291","291","Compra de Activos Fijos Tangibles de Uso","account_group_template_activos_fijos","0","0","asset_fixed","Comprende los importes de las compras de los activos de uso que no necesitan instalación, así como la compra o adquisición de activos de uso por donaciones.Se debitan por la compra de activos fijos tangibles de uso y se acreditan por el traslado a la cuenta de Activos Fijos Tangibles de manera inmediata.En el período intermedio muestra el saldo de las operaciones realizadas en las subcuentas. Esta cuenta no mostrará saldo al final del período intermedio, ni al final del ejercicio contable. Esta cuenta se analiza por las subcuentas de uso obligatorio definidas en el nomenclador de cuentas. Al final del ejercicio contable se harán ajustes entre las subcuentas."
"account_group_template_292_292","292","292","Compra de Activos Fijos Intangibles","account_group_template_activos_fijos","0","0","asset_fixed","Comprende los importes de las compras de los Activos Fijos Intangibles.Se debitan por la compra de activos fijos intangibles y se acreditan por el traslado a la cuenta de Activos Fijos Intangibles de forma inmediata.En el período intermedio muestra el saldo de las operaciones realizadas en las subcuentas. Esta cuenta no mostrará saldo al final del período intermedio, ni al final del ejercicio contable. Esta cuenta se analiza por las subcuentas de uso obligatorio definidas en el nomenclador de cuentas. Al final del ejercicio contable se harán ajustes entre las subcuentas."
"account_group_template_activos_diferidos","300","312","ACTIVOS DIFERIDOS","","0","0","asset_non_current",""
"account_group_template_300-305","300","305","Saldo al Inicio del Año","account_group_template_activos_diferidos","0","0","asset_non_current","Representan gastos devengados, desembolsos y gastos pagados por adelantado, que deben ser absorbidos en partes alícuotas por los costos o gastos de períodos posteriores. Incluyen entre otros: Seguros, alquileres, licencias de uso de aplicaciones informáticas, suscripciones de periódicos y revistas, trabajos preparatorios para la producción masiva o en serie de nuevos tipos de productos y reparaciones corrientes de las plantas y equipos en períodos no uniformes.El importe de los gastos que se cargan en estas cuentas debe analizarse por los elementos establecidos en los Sistemas de Costo.Se debitan por los gastos en que se incurren y se acreditan por la proporción que se incluye en los gastos o costos de períodos posteriores.Esta cuenta se analiza por las subcuentas de uso obligatorio definidas en el nomenclador de cuentas"
"account_group_template_306_307","306","307","Saldo al Inicio del Año","account_group_template_activos_diferidos","0","0","asset_non_current","Representan gastos financieros devengados, desembolsos y gastos pagados por adelantado, que deben ser absorbidos en partes alícuotas en los gastos de períodos posteriores. Incluyen entre otros: Intereses Bancarios, otros gastos que no forman parte del costo de producción, costos de proyectos experimentales no terminados y descontinuados, gastos de organización, descuentos en bonos y gastos de emisión de estos, comisiones y gastos por ventas de acciones de capital, etc.El importe de los gastos que se cargan en esta cuenta debe analizarse por los conceptos que se difieren.Se debitan por los gastos en que se incurren y se acreditan por la proporción que se incluye en los gastos de períodos posteriores.Esta cuenta se analiza por las subcuentas de uso obligatorio definidas en el nomenclador de cuentas"
"account_group_template_310_311","310","311","Saldo al Inicio del Año","account_group_template_activos_diferidos","0","0","asset_non_current","Representan desembolsos y gastos pagados por adelantado, que deben ser absorbidos en partes alícuotas por los costos o gastos de períodos posteriores. Incluyen entre otros: El importe del componente Otros de las inversiones que no se transfiere al valor del Activo Fijo Tangible según legislación financiera vigente.El importe de los gastos que se cargan en estas cuentas no se analiza por los elementos de Costo.Se debitan por los gastos en que se incurren y se acreditan por la proporción que se incluye en los gastos financieros de períodos posteriores.Esta cuenta se analiza por las subcuentas de uso obligatorio definidas en el nomenclador de cuenta"
"account_group_template_312_312","312","312","Saldo al Inicio del Año","account_group_template_activos_diferidos","0","0","asset_non_current","Representan gastos financieros devengados, desembolsos y gastos pagados por adelantado, que deben ser absorbidos en partes alícuotas en los gastos de períodos posteriores. Incluyen entre otros: Los gastos diferidos por conceptos de Pérdidas y Faltantes.El traspaso de gastos diferidos es a la cuenta de Gastos por Pérdidas y Faltantes. Se debitan por los gastos en que se incurren y se acreditan por la proporción que se incluye en los gastos de períodos posteriores.Esta cuenta se analiza por las subcuentas de uso obligatorio definidas en el nomenclador de cuentas."
"account_group_template_otros_activos","330","364","OTROS ACTIVOS","","0","0","asset_non_current",""
"account_group_template_330_331","330","331","Pérdidas en Investigación","account_group_template_otros_activos","0","0","asset_non_current","Representan, de forma transitoria, el importe de las pérdidas por deterioro de los recursos o situaciones excepcionales que se originan o los que se detectan al efectuarse inventarios o durante cualquier otra comprobación. Incluye: Pérdidas en cosechas, por deterioros, por rebajas de precios minoristas, Cuentas por Cobrar, Pérdidas por Desastres, etc. Se debitan por las pérdidas en el momento de tenerse conocimiento de los mismos y se acreditan después de efectuar las investigaciones y recibirse las aprobaciones que correspondan.Esta cuenta se analiza por las subcuentas de uso obligatorio definidas en el nomenclador de cuentas"
"account_group_template_332_333","332","333","Faltantes de Bienes en Investigación","account_group_template_otros_activos","0","0","asset_non_current","Representan, de forma transitoria, el importe de los faltantes, que se originan o los que se detectan al efectuarse inventarios o durante cualquier otra comprobación.Incluyen entre otros: Faltantes de Activos Fijos Tangibles por el importe de su valor no depreciado, Inventarios, Medios Monetarios y Activos Fijos en Ejecución, (Equipos por Instalar y Materiales para el Proceso Inversionista), entre otros.Se debitan por los faltantes en el momento de tenerse conocimiento de los mismos y se acreditan después de efectuar las investigaciones y recibirse las aprobaciones que correspondan.Esta cuenta se analiza por las subcuentas de uso obligatorio definidas en el nomenclador de cuentas."
"account_group_template_334_341","334","341","Cuentas por Cobrar Diversas - Operaciones Corrientes","account_group_template_otros_activos","0","0","asset_non_current","Representan los importes pendientes de cobro por conceptos no relacionados con las actividades fundamentales de operaciones corrientes de la entidad. Debe analizarse por deudores.Comprenden entre otros, ventas de Activos Fijos Tangibles y de Inventarios, indemnizaciones aceptadas por incumplimientos de contratos, sanciones a trabajadores, préstamos a estudiantes, adeudos de los trabajadores por distintos conceptos, reclamaciones a suministradores, operaciones de consignación de mercancías, etc.Se debitan por las ventas o adeudos y se acreditan por el importe de los cobros efectuados.Esta cuenta se analiza por las subcuentas de uso obligatorio definidas en el nomenclador de cuentas."
"account_group_template_342_342","342","342","Cuentas por Cobrar - Compra de Monedas","account_group_template_otros_activos","0","0","asset_non_current","Se registra en esta cuenta el importe pendiente de cobro de las operaciones relacionadas con la compra-venta de monedas.Se debita por los importes pendientes de cobrar por concepto de contravalor y se acredita al recibir el recurso financiero que representan dichos importes."
"account_group_template_343_345","343","345","Cuentas por Cobrar del Proceso Inversionista","account_group_template_otros_activos","0","0","asset_non_current","Se registran en estas cuentas los importes pendientes de cobro por operaciones asociadas al proceso inversionista. Debe analizarse por deudores.Comprenden entre otras, reclamaciones a contratistas y suministradores de equipos que requieren instalación y de materiales para inversiones, materiales adquiridos y equipos y materiales entregados a los contratistas para ser posteriormente deducidos del precio de las obras.Se debitan por las reclamaciones o entregas de equipos y materiales y se acreditan al deducirse estas del precio de las obras o al efectuarse el cobro de las primeras.Esta cuenta se analiza por las subcuentas de uso obligatorio definidas en el nomenclador de cuentas."
"account_group_template_346_346","346","346","Efectos por Cobrar en Litigio","account_group_template_otros_activos","0","0","asset_non_current","Representan los importes de los efectos por cobrar que se encuentran en fase de reclamación o litigio entre entidades sin que medie trámite ante tribunales judiciales. Debe analizarse por clientes. Se debitan por el inicio del proceso de reclamación del adeudo y se acredita por el importe de los cobros efectuados, su reclasificación o su cancelación.Esta cuenta se analiza por las subcuentas de uso obligatorio definidas en el nomenclador de cuentas"
"account_group_template_347_347","347","347","Cuentas por Cobrar en Litigio","account_group_template_otros_activos","0","0","asset_non_current","Representan los importes de la cuentas por cobrar que se encuentran en fase de reclamación o litigio entre entidades sin que medie trámite ante tribunales judiciales. Debe analizarse por clientes. Se debitan por el inicio del proceso de reclamación del adeudo y se acreditan por el importe de los cobros efectuados, su reclasificación o su cancelación.Esta cuenta se analiza por las subcuentas de uso obligatorio definidas en el nomenclador de cuentas"
"account_group_template_348","348","348","Efectos por Cobrar Protestados","account_group_template_otros_activos","0","0","asset_non_current","Representan los importes de los efectos por cobrar que se encuentran en fase de proceso judicial. Debe analizarse por clientes. Se debitan por el inicio del proceso legal de reclamación del adeudo y se acreditan por el importe de los cobros efectuados o su cancelación.Esta cuenta se analiza por las subcuentas de uso obligatorio definidas en el nomenclador de cuentas."
"account_group_template_349_349","349","349","Cuentas por Cobrar en Proceso Judicial","account_group_template_otros_activos","0","0","asset_non_current","Representan los importes de la cuentas por cobrar que se encuentran en fase de proceso judicial. Se debitan por el inicio del proceso legal de reclamación del adeudo y se acreditan por el importe de los cobros efectuados o su cancelación.Esta cuenta se analiza por las subcuentas de uso obligatorio definidas en el nomenclador de cuentas y por clientes. "
"account_group_template_354_355","354","355","Depósitos y Fianzas","account_group_template_otros_activos","0","0","asset_non_current","En estas cuentas se registran los importes depositados por concepto de garantías o de fianzas legales, hasta la elaboración de los procesos judiciales. Se deberá analizar por deudores.Se debitan al efectuarse el depósito de los importes y se acreditan al aplicarse por el receptor a cobros de servicios o daños, de acuerdo con los contratos suscritos o realizarse el reintegro de los importes depositados en entidades judiciales."
"account_group_template_363_363","363","363","Bonos Redimidos","account_group_template_otros_activos","0","0","asset_non_current","En estas cuentas se registran los importes depositados por concepto de garantías o de fianzas legales, hasta la elaboración de los procesos judiciales. Se deberá analizar por deudores.Se debitan al efectuarse el depósito de los importes y se acreditan al aplicarse por el receptor a cobros de servicios o daños, de acuerdo con los contratos suscritos o realizarse el reintegro de los importes depositados en entidades judiciales"
"account_group_template_364_364","364","364","Fondo de Amortización de Bonos - Efectivo y Valores","account_group_template_otros_activos","0","0","asset_non_current","Se incluye en esta cuenta el importe correspondiente al fondo de amortización de bonos, bien sea en efectivo o en valores negociables.Se debitan por la creación del fondo y se acreditan por la venta de los valores del fondo o por su cancelación."
"account_group_template_reguladoras_de_activos","365","399","CUENTAS REGULADORAS DE ACTIVOS","","0","0","",""
"account_group_template_365_365","365","365","Efectos por Cobrar Descontados","account_group_template_reguladoras_de_activos","0","0","asset_non_current","Se registran en estas cuentas los importes correspondientes a los efectos por cobrar que han sido negociados antes de su vencimiento, hasta la notificación de su liquidación por el deudor o su cargo por el Banco.Se acreditan por los valores de los efectos que han sido negociados y se debitan por la comunicación de que los documentos descontados fueron pagados por los girados o cargados en cuenta por el Banco"
"account_group_template_366_366","366","366","Desgaste de Base Material de Estudio","account_group_template_reguladoras_de_activos","0","0","asset_non_current","Esta cuenta es de carácter opcional, debiendo ser utilizada solo si se decide por la entidad utilizar cualesquiera de los métodos reconocidos. Se recomienda utilizar el método de desgaste sistemático por tasa. Cuando la entidad opte por aplicar métodos de amortización a la base material de estudio o de incluir en los costos o gastos sus valores parcialmente al ponerlos en uso y al darles de baja, estos bienes se expondrán en los Estados Financieros por el valor no cargado a gastos o costos.Se acredita por el importe del desgaste que se carga en el período y se debita por el valor no amortizado o al darle baja a los bienes. "
"account_group_template_367_367","367","367","Desgaste de Vestuario y Lencería","account_group_template_reguladoras_de_activos","0","0","asset_non_current","Esta cuenta es de carácter opcional, debiendo ser utilizada solo si se decide por la entidad utilizar cualesquiera de los métodos reconocidos. Se recomienda utilizar el método de desgaste sistemático por tasa.Cuando la entidad opte por aplicar métodos de amortización a los vestuarios y lencería o de incluir en los costos o gastos sus valores parcialmente al ponerlos en uso y al darles de baja, estos bienes se expondrán en los Estados Financieros por el valor no cargado a gastos o costos.Se acredita por el importe del desgaste que se carga en el período y se debita por el valor no amortizado o al darle de baja a los bienes."
"account_group_template_369_369","369","369","Provisión para Cuentas Incobrables","account_group_template_reguladoras_de_activos","0","0","asset_non_current","Representa los recursos monetarios reservados para cubrir las cuentas por cobrar que se cancelen por considerarse incobrables, constituyendo una provisión para financiar las pérdidas ocasionadas por la falta de liquidación de sus adeudos por algunos clientes, que se crea de acuerdo con las regulaciones financieras vigentes. Es preciso el ajuste de esta provisión al final del ejercicio económico, en base a la estimación de la necesidad de la misma para cubrir pérdidas por ser incobrable en el período siguiente.Se acreditan por el estimado de gastos de las cuentas incobrables a cancelar en el período y se debitan por la cancelación de las cuentas por cobrar declaradas incobrables. "
"account_group_template_370_372","370","372","Descuento Comercial e Impuesto","account_group_template_reguladoras_de_activos","0","0","asset_non_current","Comprenden los importes del descuento comercial que corresponde a la entidad comercializadora, así como a los niveles a los cuales se les venden las mercancías, cuando estas se controlan a precio de venta a la población.Incluyen, además, el Impuesto de Circulación que grava dichas mercancías, cuando este no corresponde ser liquidado por el productor.Se acreditan por los importes que correspondan al adquirir las mercancías y se debitan por la proporción que corresponda minorar de los costos por las ventas efectuadas y por las mermas y deterioros, así como por los faltantes o pérdidas detectados."
"account_group_template_373_373","373","373","Desgaste de Útiles y Herramientas","account_group_template_reguladoras_de_activos","0","0","asset_non_current","Esta cuenta es de carácter opcional, debiendo ser utilizada solo si se decide por la entidad utilizar cualesquiera de los métodos reconocidos. Cuando la entidad opte por aplicar métodos de amortización a los útiles y herramientas o de incluir en los costos o gastos sus valores parcialmente al ponerlos en uso y al darles de baja, estos bienes se expondrán en los Estados Financieros por el valor no cargado a gastos o costos.Se acredita por el importe del desgaste que se carga en el período y se debita por el valor no amortizado o al darle de baja a los bienes."
"account_group_template_374_374","374","374","Otras Provisiones Reguladoras de Activos","account_group_template_reguladoras_de_activos","0","0","asset_non_current","Representa los recursos monetarios reservados para cubrir pérdidas por el manejo de los inventarios, como es el caso de los inventarios ociosos y de lento movimiento. Se crean de acuerdo con las regulaciones financieras vigentes. Se acreditan al momento de su creación y se debitan por el uso o cancelación de la provisión."
"account_group_template_375_388","375","388","Depreciación de Activos Fijos Tangibles","account_group_template_reguladoras_de_activos","0","0","expense_depreciation","Estas cuentas se corresponden con la pérdida del valor que sufren los Activos Fijos Tangibles y que se registra en ellas (excepto los terrenos y animales productivos), debido al desgaste ocasionado por el uso normal o extraordinario durante los períodos que presten servicios o participen en la producción o a su obsolescencia tecnológica.Se acreditan por el importe de la depreciación para reposición correspondientes al período y se debitan por la depreciación acumulada en el momento de la baja de los Activos Fijos Tangibles o por las modificaciones de las tasas."
"account_group_template_389_389","389","389","Desgaste de Medios y Equipos para Alquilar","account_group_template_reguladoras_de_activos","0","0","asset_non_current","Esta cuenta es de carácter opcional, debiendo ser utilizada solo si se decide por la entidad utilizar cualesquiera de los métodos reconocidos. Se recomienda utilizar el método de desgaste sistemático por tasa.Cuando la entidad opte por aplicar métodos de amortización a los medios y equipos para alquilar o de incluir en los costos o gastos sus valores parcialmente al ponerlos en uso y al darles de baja, estos bienes se expondrán en los Estados Financieros por el valor no cargado a gastos o costos.Se acredita por el importe del desgaste que se carga en el período y se debita por el valor no amortizado o al darle de baja a los bienes."
"account_group_template_390_399","390","399","Amortización de Activos Fijos Intangibles","account_group_template_reguladoras_de_activos","0","0","expense_depreciation","Se registra en estas cuentas la pérdida de valor que sufren ciertos Activos Fijos Intangibles, por el vencimiento del tiempo establecido como término de su usufructo.Se acreditan por el cargo sistemático de la proporción de su valor a costos o gastos del período y se debitan por la baja de los Activos Fijos Intangibles"
"account_group_template_pasivos_circulantes","400","501","PASIVOS CIRCULANTES","","0","0","",""
"account_group_sobregirobancario0","400","400","Sobregiro Bancario","account_group_template_pasivos_circulantes","0","0","liability_current","Representa el saldo acreedor, según libros, de las cuentas bancarias, siempre y cuando exista contrato de sobregiro entre la entidad y el Banco, en los cuales este último se compromete a entregar hasta un monto por encima de la disponibilidad que posee la entidad para pagar sus compromisos. Copia de estos acuerdos deben estar en posesión de la entidad. Se acreditan al final del período contable por el efectivo sobregirado por encima de la disponibilidad hasta el monto autorizado por el Banco y se debitan por la reversión de la operación al inicio del período siguiente. "
"account_group_template_401_404","401","404","Efectos por Pagar a Corto Plazo","account_group_template_pasivos_circulantes","1","0","liability_payable","Constituyen obligaciones formales respaldadas por documentos de crédito con carácter legal, emitidos por los compradores dentro de los términos vigentes, que no les permitan perder su respaldo legal, desglosado por suministradores, tipos de monedas y edades. Comprenden, entre otros, las letras de cambio y los pagarés recibidos y aceptados de suministradores.Se acreditan por los documentos aceptados y se debitan por los pagos de los documentos señalados.Esta cuenta se analiza por las subcuentas de uso obligatorio definidas en el nomenclador de cuentas"
"account_group_template_405_415","405","415","Cuentas por Pagar a Corto Plazo","account_group_template_pasivos_circulantes","1","0","liability_payable","Representan los importes pendientes de pago a proveedores por operaciones corrientes, por la recepción o aceptación de las mercancías, materiales, servicios recibidos, incluyendo los asociados a la actividad de seguros, etc., debiéndose analizar por subcuentas obligatorias por proveedores y por cada documento recibido o elaborado y pagado.Se acreditan por las obligaciones contraídas al efectuar las compras de productos o la recepción de los servicios y se debitan por el importe de los pagos efectuados."
"account_group_template_416_416","416","416","Cobros por Cuenta de Terceros","account_group_template_pasivos_circulantes","1","0","liability_payable","Representa los créditos por los cobros realizados por cuenta de terceros por servicios o ventas de productos efectuados por estos y se debitan los pagos a las entidades por cuenta de las cuales se realizaron los cobros, debiéndose analizar estos por proveedores y por cada documento recibido o elaborado y pagado.En empresas que prestan servicios de transporte aéreo refleja también el cobro de las guías aéreas que se pagan en el destino. "
"account_group_template_417_417","417","417","Dividendos y Participaciones por Pagar","account_group_template_pasivos_circulantes","0","0","liability_payable","Comprenden, al cierre de cada período contable, los importes que se encuentran en proceso de pago por concepto de dividendos declarados de inversiones financieras representadas por acciones o beneficios por ser partes en contrato de asociación económica internacional. Comprende las utilidades que la Asamblea General de Cooperativistas decide distribuir a estos y se encuentren pendiente de cobro, a posteriori del cierre del período contable.Se acreditan por la declaración de los dividendos pendientes de pago, por las Utilidades a distribuir a cooperativistas y se debitan por el pago de estos."
"account_group_template_418_420","418","420","Cuentas en Participación","account_group_template_pasivos_circulantes","0","0","asset_current","Comprenden el importe de los contratos de asociación económica internacional desde su inicio hasta su liquidación. Debe analizarse por contrato o asociación.Se acreditan por el aporte de los socios, por el ingreso recibido por concepto de ventas asociadas al contrato y por los beneficios obtenidos de las operaciones de la asociación pendientes de cobro y se debitan por los gastos en que incurren en el contrato, el pago de impuestos y contribuciones, la liquidación del contrato, la devolución de los aportes y el cobro de los beneficios en cada período o al liquidarse el contrato."
"account_group_template_421_424","421","424","Cuentas por Pagar - Activos Fijos Tangibles","account_group_template_pasivos_circulantes","1","0","liability_payable","En estas cuentas se registran las obligaciones contraídas con los suministradores de Activos Fijos Tangibles, debiéndose analizar por proveedores y estos por cada documento recibido o elaborado y pagado.Se acreditan por los documentos recibidos o elaborados y se debitan por los pagos efectuados.Esta cuenta se analiza por las subcuentas de uso obligatorio definidas en el nomenclador de cuentas."
"account_group_template_425_429","425","429","Cuentas por Pagar del Proceso Inversionista","account_group_template_pasivos_circulantes","0","0","liability_payable","Incluyen las obligaciones reconocidas a pagar a las entidades o a las nuevas formas de gestión autorizadas con las que se contratan las inversiones materiales, independientemente de que su pago se efectúe previa o posteriormente a la recepción de las construcciones, trabajos de instalación y montaje, equipos, materiales, proyectos y otros gastos. Debe analizarse por subcuentas obligatorias, por clientes, considerando cada documento emitido y pagado.También comprenden al final de cada año, los importes pendientes de reintegrar por inversiones ejecutadas con medios propios y los estimados de obligaciones cuyos documentos no han sido recibidos de los constructores o suministradores.Se acreditan por las obligaciones contraídas con las entidades ejecutoras de las inversiones materiales y suministradoras de los equipos y materiales y por los importes pendientes de reintegrar por inversiones ejecutadas con medios propios (solo cuando estas son financiadas con recursos del Presupuesto del Estado) y se debitan por los pagos efectuados y por los reintegros realizados al inicio del año por las inversiones materiales ejecutadas con medios propios el año anterior, si procede"
"account_group_template_430_433","430","433","Cobros Anticipados","account_group_template_pasivos_circulantes","1","0","liability_current","Estas cuentas se utilizan para registrar el efectivo recibido de clientes sin que haya mediado la contraprestación del servicio o la entrega del producto o de la mercancía. Debe analizarse por clientes, considerando cada documento emitido y pagado.Asimismo comprenden los cobros planificados efectuados durante el mes, de acuerdo con lo pactado en los contratos suscritos.Se acreditan por los importes cobrados anticipadamente y se debitan por la aplicación de los cobros anticipados a los servicios, productos o mercancías entregados o por la compensación de las Cuentas por Pagar registradas por estas operaciones."
"account_group_template_434_434","434","434","Materiales Recibidos de Forma Anticipada","account_group_template_pasivos_circulantes","0","0","liability_current","Estas cuentas se utilizan para registrar los recursos materiales recibidos de clientes sin que haya mediado la contraprestación del servicio o la entrega del producto o de la mercancía. Debe analizarse por clientes, considerando cada documento emitido y pagado.Asimismo comprenden los cobros planificados efectuados durante el mes, de acuerdo con lo pactado en los contratos suscritos.Se acreditan por los importes cobrados anticipadamente y se debitan por la aplicación de los cobros anticipados a los servicios, productos o mercancías entregados o por la compensación de las Cuentas por Pagar registradas por estas operaciones"
"account_group_template_435_439","435","439","Depósitos Recibidos","account_group_template_pasivos_circulantes","0","0","liability_current","Representan los importes recibidos por concepto de garantía y aquellos destinados a efectuar pagos por cuenta del depositante. No comprenden los cobros recibidos de los clientes por la entrega futura de servicios, productos o mercancías, en virtud de contratos suscritos al efecto. Se acreditan por los importes recibidos en depósito y se debitan por el reintegro de estos o su aplicación a daños de bienes de la entidad. "
"account_group_template_440_449","440","449","Obligaciones con el Presupuesto del Estado","account_group_template_pasivos_circulantes","0","0","liability_non_current","Representan los importes pendientes de aportar directamente al Presupuesto del Estado, de acuerdo con las regulaciones financieras vigentes.Comprenden, entre otros, obligaciones por impuestos, tasas y contribuciones.Se analiza por subcuentas de uso obligatorio correspondiéndose con la sección del Clasificador de Recursos Financieros.Se acreditan por los importes pendientes de aportar al Presupuesto del Estado y se debitan por el pago de las obligaciones contraídas"
"account_group_template_450_453","450","453","Obligaciones con el Órgano u Organismo","account_group_template_pasivos_circulantes","0","0","liability_current","Representan los importes pendientes de transferir directamente a los órganos, organismos o uniones, a los que se subordina la entidad, de acuerdo a las regulaciones financieras vigentes.Comprenden al final del período contable, los importes pendientes de transferir por concepto de utilidades por las unidades, en los casos en que se liquiden las utilidades centralizadamente.Se acreditan por los importes pendientes de transferir y se debitan por las transferencias efectuadas."
"account_group_template_455_459","455","459","Nóminas por Pagar","account_group_template_pasivos_circulantes","0","0","liability_current","Comprenden los importes que se acumulan a pagar a los trabajadores por los diferentes conceptos de salarios, vacaciones y estipendios autorizados a pagar, por los subsidios de seguridad social a corto plazo, en los casos de los que están acogidos a los beneficios de la misma, y por los salarios no reclamados.Se acreditan por las acumulaciones de las nóminas a pagar y se debitan por el pago de estas y por los salarios no reclamados. "
"account_group_template_460_469","460","469","Retenciones por Pagar","account_group_template_pasivos_circulantes","0","0","liability_current","Se registran en estas cuentas los importes de las retenciones efectuadas a partir de los salarios a los trabajadores, en virtud de las disposiciones legales establecidas.Comprenden entre otras: Pensiones alimenticias, pagos por la vivienda, créditos personales otorgados por el Banco, embargos judiciales. Se acreditan por las retenciones efectuadas y se debitan por el pago a las entidades o beneficiarios de las mismas."
"account_group_template_470_479","470","479","Préstamos Recibidos y Otras Operaciones Crediticias por pagar","account_group_template_pasivos_circulantes","0","0","liability_current","Comprenden los importes de los préstamos obtenidos, que recibe la entidad. Incluye las obligaciones contraídas por pignoraciones de inventarios o factoraje de cuentas por cobrar, préstamos de la Reserva Estatal y otras operaciones por pagar según la legislación financiera vigente. Debe analizarse por clientes y por contrato.Se acreditan por los préstamos recibidos y se debitan por las liquidaciones totales o parciales de los préstamos."
"account_group_template_480_489","480","489","Gastos Acumulados por Pagar","account_group_template_pasivos_circulantes","0","0","liability_current","Comprenden, al final del período los gastos incurridos que se encuentran en proceso de pago e incluyen conceptos tales como: Rentas, intereses, igualas, comisiones de ventas o cobros, fletes, almacenaje, primas de seguros, servicio de energía, teléfono, gas, agua, etc.Se acreditan por la acumulación real o estimada razonablemente de los gastos incurridos en el período, pendientes de pago y se debitan por los pagos efectuados o ajustes por gastos acumulados por pagar en exceso efectuados."
"account_group_template_492_492","492","492","Provisión para Vacaciones","account_group_template_pasivos_circulantes","0","0","liability_current","Comprende los importes acumulados sobre los diferentes conceptos de salarios devengados por los trabajadores, para el pago de las vacaciones, de acuerdo con las disposiciones vigentes.Se acreditan por la acumulación de vacaciones y se debitan por los importes pagados al disfrutarse estas por los trabajadores."
"account_group_template_493_499","493","499","Otras Provisiones Operacionales","account_group_template_pasivos_circulantes","0","0","liability_current","Incluyen los importes que se acumulan con destinos específicos, a partir de las fuentes de gastos autorizadas por las disposiciones financieras vigentes. Debe analizarse por tipos de provisiones y monedas.Comprenden entre otros, conceptos tales como: Provisiones técnicas de la actividad del Seguro consideradas a corto plazo, la provisión para innovaciones y racionalizaciones, etc.Se acreditan por los importes reservados y se debitan por los correspondientes a la utilización de estos"
"account_group_template_500_500","500","500","Provisión para Pagos de los Subsidios de Seguridad Social a corto plazo","account_group_template_pasivos_circulantes","0","0","liability_current","En esta cuenta se registra la acumulación de los importes destinados a financiar los pagos de los subsidios de la seguridad social a corto plazo que la Ley del Presupuesto anual deja a disposición de las entidades.Se acreditan por los importes reservados y se debitan por los correspondientes al momento de pagar los subsidios de la seguridad social"
